"Rk" "Season" "Tm" "Lg" "G" "W" "L" "W/L%" "MP" "FG" "FGA" "2P" "2PA" "3P" "3PA" "FT" "FTA" "ORB" "DRB" "TRB" "AST" "STL" "BLK" "TOV" "PF" "PTS"
"29" 1029 "1982-83" "POR*" "NBA" 82 46 36 0.561 240.9 42.2 86.9 41.8 85 0.4 1.8 22.6 30.6 14.4 29 43.4 24.8 9.1 4.7 18.2 23.9 107.4
"30" 1030 "1982-83" "PHI*" "NBA" 82 65 17 0.793 241.8 43.9 88 43.6 86.6 0.3 1.3 24 32.3 16.3 31.7 47.9 24.6 9.9 7 19.8 24.9 112.1
"31" 1031 "1982-83" "BOS*" "NBA" 82 56 26 0.683 241.8 45.3 92 44.8 89.8 0.5 2.3 21.1 28.6 15.5 30.9 46.4 27 9.6 6.4 18.8 25.1 112.1
"32" 1032 "1982-83" "KCK" "NBA" 82 45 37 0.549 241.2 45.4 91.3 44.7 88.7 0.6 2.6 22.4 30.9 15.3 29.4 44.7 26.3 9.3 5 20.6 29.7 113.8
"33" 1033 "1982-83" "UTA" "NBA" 82 30 52 0.366 240.9 43 89.5 42.5 87.3 0.5 2.2 22.5 29.8 13.3 31.1 44.4 26.5 9.2 7.3 20.5 24.6 109
"34" 1034 "1982-83" "PHO*" "NBA" 82 53 29 0.646 240.6 43.4 87.3 42.9 85.4 0.5 1.9 19.8 26.7 13.3 30.7 44 28 9.1 6 18.8 25.1 107
"35" 1035 "1982-83" "SAS*" "NBA" 82 53 29 0.646 241.2 45.1 89.5 43.9 85.8 1.1 3.8 23 30.1 15 31.7 46.7 27.6 8.2 5.7 18.3 25.5 114.3
"36" 1036 "1982-83" "WSB" "NBA" 82 42 40 0.512 241.5 40.3 86.1 39.5 83.2 0.9 2.9 17.7 25.1 13.4 29.6 43 25 8.9 4.9 19.4 23.9 99.2
"37" 1037 "1981-82" "MIL*" "NBA" 82 55 27 0.671 241.5 43.2 85.5 42.6 83.5 0.6 2 21.4 28.4 14.2 29.5 43.7 27.2 9.3 5.5 19.4 27.8 108.4
"38" 1038 "1981-82" "ATL*" "NBA" 82 42 40 0.512 242.4 39.1 82.6 38.8 81.1 0.3 1.6 22.4 29.1 13.8 28.9 42.7 22.1 7.4 5.9 16.4 27.7 101
"39" 1039 "1981-82" "POR" "NBA" 82 42 40 0.512 241.2 44.3 87.6 43.9 85.9 0.4 1.7 21 29.1 13.9 28.7 42.6 25 8.6 4.5 17 24.5 109.8
"40" 1040 "1981-82" "PHI*" "NBA" 82 58 24 0.707 242.1 44.1 85 43.6 83.4 0.5 1.7 22.5 30.1 12.6 29.1 41.7 27.6 10.4 7.6 18 26.6 111.2
"41" 1041 "1981-82" "BOS*" "NBA" 82 63 19 0.768 241.2 44.6 89.4 44 87.2 0.6 2.2 22.2 30 15.3 30.4 45.6 25.9 8 6.9 17.7 24.6 112
"42" 1042 "1981-82" "KCK" "NBA" 82 30 52 0.366 242.4 44 88.8 43.6 87.2 0.3 1.6 18.9 26.3 13.2 27.8 41 25.1 9.1 4.9 18.4 28.8 107.1
"43" 1043 "1981-82" "UTA" "NBA" 82 25 57 0.305 241.2 44.9 90.8 44.6 89.6 0.3 1.2 20.9 27.8 14 28.8 42.8 23.1 8.5 4.4 17.5 26.8 110.9
"44" 1044 "1981-82" "PHO*" "NBA" 82 46 36 0.561 241.8 42.8 87.1 42.1 85 0.7 2.1 19.9 26.3 13.7 30.7 44.4 27.1 9.2 5.2 18.6 24.7 106.2
"45" 1045 "1981-82" "SAS*" "NBA" 82 48 34 0.585 240.9 45.1 92.8 44.3 89.8 0.8 3.1 22.1 28.5 15.3 30.9 46.2 27.5 7.3 6.8 15.8 27 113.1
"46" 1046 "1981-82" "WSB*" "NBA" 82 43 39 0.524 241.8 41.5 87.4 40.7 84.5 0.7 2.9 19.8 25.7 12.8 31.5 44.3 24.2 7.8 4.8 17 25.3 103.5
"47" 1047 "1981-82" "CHI" "NBA" 82 34 48 0.415 242.4 41.1 82 40.4 79.5 0.7 2.6 23.8 31 13.7 30.8 44.5 24.9 7.1 5.9 20 24.5 106.6
"48" 1048 "1981-82" "CLE" "NBA" 82 15 67 0.183 241.5 41.5 89.4 41.2 87.8 0.3 1.7 19.9 26.6 14.5 26.5 41 22.8 7.7 4.4 16.1 26.7 103.2
"49" 1049 "1981-82" "NYK" "NBA" 82 33 49 0.402 241.8 43 87.5 42.3 84.9 0.7 2.6 19.5 26.5 14.2 27.7 42 25.3 8.8 4.1 18.1 26.8 106.2
"50" 1050 "1981-82" "SEA*" "NBA" 82 52 30 0.634 241.8 42.7 87.5 42.3 85.7 0.5 1.9 21.3 28.8 13.5 31 44.5 25.6 8.4 5.6 16.5 25.1 107.3
"51" 1051 "1981-82" "GSW" "NBA" 82 45 37 0.549 241.2 44.5 89.6 43.4 85.7 1.1 4 20.8 29 15.6 29.9 45.5 22.2 8.4 4.8 17.4 27.1 110.9
"52" 1052 "1981-82" "DEN*" "NBA" 82 46 36 0.561 241.8 48.5 93.4 48 91.5 0.5 1.8 28.9 36.3 14 29.8 43.8 27.7 8.1 4.5 17.9 26 126.5
"53" 1053 "1981-82" "SDC" "NBA" 82 17 65 0.207 240.9 43.3 86.6 42.1 82.5 1.2 4.1 20.6 28.5 13.8 26.8 40.6 22.9 7.8 3.6 19.1 28.7 108.5
"54" 1054 "1981-82" "HOU*" "NBA" 82 46 36 0.561 241.2 42.7 89.8 42.1 87.7 0.6 2.1 19.8 27.1 17.1 27.9 45 24.1 7.9 5.2 16.1 22.8 105.9
"55" 1055 "1981-82" "DET" "NBA" 82 39 43 0.476 241.8 43.4 90.1 42.8 87.5 0.6 2.6 23.6 31.5 15.8 28.6 44.4 24.7 9 6.9 19.9 26.3 111.1
"56" 1056 "1981-82" "LAL*" "NBA" 82 57 25 0.695 242.1 47.8 92.5 47.6 91.4 0.2 1.1 18.9 26.4 15.3 30.5 45.9 28.7 10.3 6.3 17.9 24.4 114.6
"57" 1057 "1981-82" "DAL" "NBA" 82 28 54 0.341 240.6 41.3 88.1 40.7 85.8 0.7 2.3 21.2 28.9 14.8 27.2 42 25.8 6.9 3.8 16.1 26.7 104.6
"58" 1058 "1981-82" "IND" "NBA" 82 35 47 0.427 241.8 40.6 87.4 39.4 83.5 1.3 3.9 19.7 26.5 13.9 28.9 42.8 23.1 9.2 6 17 24.9 102.2
"59" 1059 "1981-82" "NJN*" "NBA" 82 44 38 0.537 241.2 42.7 88.1 42.3 86.4 0.4 1.8 20.9 28.7 14.6 28.3 42.9 25.6 11.2 5.9 20.1 28 106.7
"60" 1060 "1980-81" "GSW" "NBA" 82 39 43 0.476 240.6 43.4 88.8 42.7 86.3 0.7 2.6 22.3 30.6 17.1 28.9 46 24.7 7.5 3.7 18.9 26.3 109.8
"61" 1061 "1980-81" "DEN" "NBA" 82 37 45 0.451 243.4 46.1 97.1 45.8 95.3 0.4 1.8 29.1 37.2 16.2 30.5 46.6 24.8 8.8 4.6 17.6 25.7 121.8
"62" 1062 "1980-81" "SDC" "NBA" 82 36 46 0.439 240.6 42.4 88.8 40.8 83.9 1.6 5 20.1 27.4 14.3 26.1 40.4 25.6 9.3 3.6 17.2 25.3 106.5
"63" 1063 "1980-81" "HOU*" "NBA" 82 40 42 0.488 241.5 43.6 89.5 43.3 88 0.3 1.4 20.9 27.1 14.8 28.6 43.5 25.6 8.6 4.8 17.7 23.2 108.3
"64" 1064 "1980-81" "DET" "NBA" 82 21 61 0.256 240.9 39.5 85.2 39.3 84.2 0.2 1 20.6 28.4 14.6 25.7 40.4 22.2 10.8 6 21.5 25.9 99.7
"65" 1065 "1980-81" "LAL*" "NBA" 82 54 28 0.659 241.5 46.1 90 45.9 88.9 0.2 1.1 18.8 25.8 14.2 30.4 44.6 28.8 9.9 6.7 19 23.8 111.2
"66" 1066 "1980-81" "DAL" "NBA" 82 15 67 0.183 241.2 39.1 84.5 38.5 82.5 0.6 2 22.8 30.3 13.5 26.5 40.1 24.2 6.8 2.6 17.5 24.5 101.5
"67" 1067 "1980-81" "IND*" "NBA" 82 44 38 0.537 240.6 42.6 88.4 42.2 86.3 0.4 2.1 22.1 31 16.2 27.6 43.8 25.5 10.2 5.9 18.2 24.5 107.6
"68" 1068 "1980-81" "NJN" "NBA" 82 24 58 0.293 241.5 42.4 89.2 42 87.5 0.4 1.7 21.7 28.9 13.3 29 42.3 25.2 9.1 5.6 20.3 26.9 106.9
"69" 1069 "1980-81" "MIL*" "NBA" 82 60 22 0.732 240.9 45.4 91.1 45 89.5 0.4 1.6 22 28.5 15.4 29.4 44.7 28.3 10.5 6.5 19.3 26.8 113.1
"70" 1070 "1980-81" "ATL" "NBA" 82 31 51 0.378 243 40.1 83.7 40 82.7 0.1 1 24.5 31.6 14.6 27.1 41.8 22.5 9.1 5.7 19.6 27.8 104.9
"71" 1071 "1980-81" "POR*" "NBA" 82 45 37 0.549 242.1 45.6 91.9 45.3 90.1 0.3 1.8 19.2 26.7 15.2 29.1 44.3 27.4 9.4 5.9 18.5 24.8 110.7
"72" 1072 "1980-81" "PHI*" "NBA" 82 62 20 0.756 242.1 44.3 86.3 44.1 85.2 0.2 1 22.7 29.6 13.3 31.9 45.2 28.9 10.5 7.2 20.8 25.1 111.7
"73" 1073 "1980-81" "BOS*" "NBA" 82 62 20 0.756 241.2 43.7 86.6 42.9 83.6 0.8 2.9 21.7 28.9 14.1 29.6 43.6 26.9 8.3 7.2 19.2 24.3 109.9
"74" 1074 "1980-81" "KCK*" "NBA" 82 40 42 0.488 241.8 43.6 87.2 43 85.2 0.6 2 19.2 26.9 12.6 29.9 42.5 27.7 8.8 4.7 17.7 25.5 106.9
"75" 1075 "1980-81" "UTA" "NBA" 82 28 54 0.341 240.6 40.6 83.2 40.1 81.2 0.5 2 19.5 25.4 11.7 28.4 40.1 23.8 7.8 4.7 17.4 25.7 101.2
"76" 1076 "1980-81" "PHO*" "NBA" 82 57 25 0.695 240.9 43.7 89.3 43.3 87.4 0.4 2 22.1 29.6 15 30.4 45.4 26.9 10.7 5.1 21.1 24.3 110
"77" 1077 "1980-81" "SAS*" "NBA" 82 52 30 0.634 241.5 43.5 88.7 43.4 87.7 0.2 1 25 32.5 15.9 31.5 47.4 25 8.4 7.8 18.7 25.8 112.3
"78" 1078 "1980-81" "WSB" "NBA" 82 39 43 0.476 241.2 43.3 91.7 42.5 88.7 0.8 2.9 18.3 25.3 14.1 30.9 45 26.2 7.8 4.8 17.3 23.1 105.6
"79" 1079 "1980-81" "CHI*" "NBA" 82 45 37 0.549 241.2 42.2 84.2 41.7 82 0.5 2.2 24.2 31.3 15 30.2 45.1 23.5 8.9 6.3 20.4 25.1 109
"80" 1080 "1980-81" "CLE" "NBA" 82 28 54 0.341 241.2 43.4 92.8 42.5 89.8 0.9 3 18.1 23.3 15.3 27.4 42.7 24.5 7.7 3.9 17 24.3 105.7
"81" 1081 "1980-81" "NYK*" "NBA" 82 50 32 0.61 241.8 42.7 88.5 42.1 85.6 0.7 2.9 21.7 29.1 13.9 26.9 40.8 24.1 10.5 3.8 17.8 23.4 107.9
"82" 1082 "1980-81" "SEA" "NBA" 82 34 48 0.415 241.2 40.8 87.1 40.4 85.7 0.4 1.4 22.1 29 14.2 29.7 43.9 23.7 7.7 5.3 18.6 24.2 104
"83" 1083 "1979-80" "ATL*" "NBA" 82 50 32 0.61 241.2 39.8 85.7 39.6 84.8 0.2 0.9 24.9 32.3 16.7 29.3 46 23.3 9.5 6.6 18.2 28 104.5
"84" 1084 "1979-80" "POR*" "NBA" 82 38 44 0.463 241.2 41.6 87.4 41.2 85.8 0.3 1.6 19 25.6 15.8 29.4 45.2 23.1 8.6 5.8 18.9 23.9 102.5
"85" 1085 "1979-80" "PHI*" "NBA" 82 59 23 0.72 242.1 43 87.3 42.6 85.7 0.3 1.5 22.9 29.6 14.5 32.1 46.6 27.1 9.7 8 20.8 22.7 109.1
"86" 1086 "1979-80" "BOS*" "NBA" 82 61 21 0.744 242.4 44.1 90.1 42.1 84.9 2 5.1 23.3 29.9 15 30 44.9 26.8 9.9 3.8 18.8 24.1 113.5
"87" 1087 "1979-80" "KCK*" "NBA" 82 47 35 0.573 241.5 43.7 91.3 43.4 89.9 0.3 1.4 20.4 27.4 14.5 29.6 44.1 25.9 10.5 4.3 17.5 26 108
"88" 1088 "1979-80" "UTA" "NBA" 82 24 58 0.293 241.5 41.2 83.1 40.5 80.9 0.7 2.3 19.2 23.7 11.8 28.8 40.6 24.5 8 4.4 18.8 24.5 102.4
"89" 1089 "1979-80" "PHO*" "NBA" 82 55 27 0.671 240.9 43.5 88.2 42.7 84.8 0.8 3.4 23.2 30.1 13.1 30 43 27.8 11.1 4.2 19.9 22.6 111.1
"90" 1090 "1979-80" "SAS*" "NBA" 82 41 41 0.5 240.9 47 94.4 46.4 91.9 0.6 2.5 24.7 30.8 14.1 30.7 44.7 28.4 9.4 4.1 19.4 25.6 119.4
"91" 1091 "1979-80" "WSB*" "NBA" 82 39 43 0.476 242.4 43.6 95.1 42.7 92.2 0.9 2.9 18.9 25 16.3 33.2 49.5 26.8 6.5 5.4 16.8 23.1 107
"92" 1092 "1979-80" "CHI" "NBA" 82 30 52 0.366 242.7 41 84.7 40.1 81.3 0.9 3.4 24.6 31.6 13.6 30.1 43.7 26.2 8.6 4.8 20.5 26.2 107.5
"93" 1093 "1979-80" "CLE" "NBA" 82 37 45 0.451 243 46.5 98.1 46 95.8 0.4 2.3 20.8 26.9 15.9 29 45 25.7 9.3 4.2 16.7 23.6 114.1
"94" 1094 "1979-80" "NYK" "NBA" 82 39 43 0.476 241.2 46.4 93.6 45.9 91.2 0.5 2.3 20.7 27.7 15.1 28.1 43.2 27.6 10.7 5.6 19.7 26.4 114
"95" 1095 "1979-80" "SEA*" "NBA" 82 56 26 0.683 241.8 43.3 92.3 42.6 90 0.7 2.3 21.1 27.5 16.8 31.1 47.9 24.9 9.1 5.2 18.2 22.7 108.5
"96" 1096 "1979-80" "GSW" "NBA" 82 24 58 0.293 242.4 43 89.2 42.7 87.8 0.3 1.5 17.2 23.3 14.1 29.7 43.8 24.7 9.5 4.1 18.2 25.4 103.6
"97" 1097 "1979-80" "DEN" "NBA" 82 30 52 0.366 241.8 42.2 91.1 41.2 88 1 3.1 22.8 31 16 30.8 46.8 25.4 9.1 4.9 18.7 23.4 108.3
"98" 1098 "1979-80" "SDC" "NBA" 82 35 47 0.427 240.9 43 91.4 40.8 84.8 2.2 6.6 19.5 26.4 15.8 28.1 43.9 20.6 8.1 3.5 17.6 23.1 107.6
"99" 1099 "1979-80" "HOU*" "NBA" 82 41 41 0.5 243 43.9 91.4 42.6 86.8 1.3 4.6 21.7 28.4 17 27 44 26.2 9.5 4.5 19.1 23.5 110.8
"100" 1100 "1979-80" "DET" "NBA" 82 16 66 0.195 241.2 44.4 92.6 43.7 90 0.7 2.7 19.4 26.2 15 29.5 44.4 23.8 9.5 6.9 21.2 25.2 108.9
"1" 1101 "1979-80" "LAL*" "NBA" 82 60 22 0.732 242.4 47.5 89.9 47.3 88.6 0.2 1.2 19.8 25.5 13.2 32.4 45.6 29.4 9.4 6.7 20 21.8 115.1
"2" 1102 "1979-80" "IND" "NBA" 82 37 45 0.451 242.1 44.4 93.8 43.3 89.9 1.1 3.8 21.4 28.5 17 28.4 45.4 26.2 11 6.5 18.5 24.1 111.2
"3" 1103 "1979-80" "NJN" "NBA" 82 34 48 0.415 241.5 42.1 91.5 41.1 87.9 1 3.6 23 29.3 15 30.9 45.9 25.5 10.6 7.1 20.8 26.6 108.3
"4" 1104 "1979-80" "MIL*" "NBA" 82 49 33 0.598 241.5 44.9 92.1 44.3 90.2 0.6 1.9 19.6 25.6 15.2 29.2 44.4 27.8 9.5 6.2 18.2 23.6 110.1
"1" 201 "2012-13" "GSW*" "NBA" 82 47 35 0.573 241.5 38.2 83.4 30.1 63.5 8 19.9 16.8 21.3 10.8 34.2 45 22.5 6.9 4.2 15.1 21.4 101.2
"2" 202 "2012-13" "DET" "NBA" 82 29 53 0.354 241.5 36.3 81 30.1 63.4 6.3 17.6 15.9 22.8 12.1 30 42.1 21.2 7 4.9 15.1 19.8 94.9
"3" 203 "2012-13" "DEN*" "NBA" 82 57 25 0.695 242.7 40.7 85.2 34.4 66.6 6.4 18.5 18.4 26.2 13.3 31.7 45 24.4 9.3 6.5 15.3 20.5 106.1
"4" 204 "2012-13" "DAL" "NBA" 82 41 41 0.5 243.7 38.8 84 31.4 64.2 7.4 19.9 16.1 20.4 9.4 32.6 41.9 23.2 7.9 5.5 14 20.7 101.1
"5" 205 "2012-13" "CLE" "NBA" 82 24 58 0.293 240.6 36.5 84.2 29.8 64.9 6.7 19.3 16.8 22.3 12.2 28.8 41 20.7 7.9 4.1 14 21.2 96.5
"6" 206 "2012-13" "CHI*" "NBA" 82 45 37 0.549 241.8 35.7 81.7 30.2 66.3 5.4 15.4 16.4 21.2 12.5 30.7 43.2 23 7.2 5.1 14.3 19.7 93.2
"7" 207 "2012-13" "CHA" "NBA" 82 21 61 0.256 241.5 34.4 81.1 28.7 64 5.7 17.1 18.9 25.1 11.2 29.1 40.3 19.4 7.2 5.8 14.1 19 93.4
"8" 208 "2012-13" "BRK*" "NBA" 82 49 33 0.598 242.1 35.9 79.8 28.2 58.3 7.7 21.5 17.5 23.9 12.8 30 42.8 20.3 7.3 4.8 14.7 18.3 96.9
"9" 209 "2012-13" "BOS*" "NBA" 81 41 40 0.506 244.9 37 79.7 30.9 62.6 6.1 17.2 16.3 21 8.1 31.3 39.3 22.8 8.2 4.5 14.6 21.2 96.5
"10" 210 "2012-13" "ATL*" "NBA" 82 44 38 0.537 242.1 37.6 81 29 57.8 8.6 23.2 14.1 19.7 9.2 31.6 40.9 24.5 8.1 4.5 14.9 18 98
"11" 211 "2011-12" "WAS" "NBA" 66 20 46 0.303 240.4 36.6 83 31.4 66.7 5.2 16.3 15.3 21 11.7 29.9 41.7 19.1 8 6.3 15.3 21.3 93.6
"12" 212 "2011-12" "UTA*" "NBA" 66 36 30 0.545 244.9 38.2 83.8 34.1 71 4.1 12.8 19.1 25.3 13 31.1 44.2 21.8 8.3 5.8 14.2 21.8 99.7
"13" 213 "2011-12" "TOR" "NBA" 66 23 43 0.348 241.9 34.4 78.1 28.8 61.8 5.5 16.3 16.4 21.4 10.6 31.4 42 20.9 6.5 4.9 15.2 23.2 90.7
"14" 214 "2011-12" "SAS*" "NBA" 66 50 16 0.758 241.5 39.6 82.8 31.2 61.5 8.4 21.3 16.2 21.6 10.3 32.6 43 23.2 7.4 4.4 13.6 17.3 103.7
"15" 215 "2011-12" "SAC" "NBA" 66 22 44 0.333 241.1 37.7 86.5 31.5 66.8 6.2 19.7 17.1 23.2 13.4 29.5 42.9 19.3 8.5 4.9 14.4 19.5 98.8
"16" 216 "2011-12" "POR" "NBA" 66 28 38 0.424 241.9 36.4 82.1 29.2 61.1 7.2 20.9 17.2 21.6 11.1 29.5 40.7 20.4 8 4.9 14.2 19 97.2
"17" 217 "2011-12" "PHO" "NBA" 66 33 33 0.5 240 37.8 82.5 31.1 62.9 6.7 19.6 16 21.2 10.9 30.8 41.7 22.5 6.5 5.5 14.1 18.7 98.4
"18" 218 "2011-12" "PHI*" "NBA" 66 35 31 0.53 241.1 37.4 83.6 32.2 69 5.3 14.6 13.5 18.2 10.7 32.5 43.2 22 8 5.2 11.2 17.5 93.6
"19" 219 "2011-12" "ORL*" "NBA" 66 37 29 0.561 241.9 34.5 78.2 24.3 51.2 10.2 27 15.1 22.8 11.2 31.2 42.5 20 6.8 4.2 14.9 17.7 94.2
"20" 220 "2011-12" "OKC*" "NBA" 66 47 19 0.712 242.3 37.3 79.2 30.2 59.3 7.2 20 21.3 26.4 11 32.7 43.7 18.5 7.5 8.2 16.3 20.5 103.1
"21" 221 "2011-12" "NYK*" "NBA" 66 36 30 0.545 241.5 35.8 80.8 28 57.5 7.8 23.3 18.3 24.8 11.3 30.5 41.7 20.1 9.4 4.2 16 21.1 97.8
"22" 222 "2011-12" "NOH" "NBA" 66 21 45 0.318 241.5 34.8 77.3 30.9 65.5 3.9 11.8 16 21.2 11 30.2 41.1 20.7 7.4 4.8 15.5 20.1 89.6
"23" 223 "2011-12" "NJN" "NBA" 66 22 44 0.333 240.8 34.3 80.6 26.6 58.2 7.7 22.4 16.9 21.7 11.9 28.5 40.3 19.9 7.5 3.9 15.1 19.2 93.1
"24" 224 "2011-12" "MIN" "NBA" 66 26 40 0.394 241.5 35.7 82.3 28.5 60.8 7.2 21.6 19.4 25.2 12.1 31.7 43.7 19.5 6.6 4.4 15.2 18.4 97.9
"25" 225 "2011-12" "MIL" "NBA" 66 31 35 0.47 240.4 37.9 85.6 31.3 66.5 6.6 19.2 16.6 21.4 12.4 30 42.5 23.5 8.3 5.1 14.1 19.3 99
"26" 226 "2011-12" "MIA*" "NBA" 66 46 20 0.697 243 37.1 79 31.5 63.4 5.6 15.6 18.8 24.2 10.4 31.2 41.6 20 8.9 5.4 15.2 19.4 98.5
"27" 227 "2011-12" "MEM*" "NBA" 66 41 25 0.621 241.5 36.7 82.2 32.5 69.3 4.2 12.9 17.3 22.8 12.6 29.5 42 19.5 9.6 5.2 14.5 19.9 95
"28" 228 "2011-12" "LAL*" "NBA" 66 41 25 0.621 243.4 36.8 80.6 31.3 63.7 5.5 16.8 18.2 24.1 12.1 34.1 46.2 22.5 5.9 5.3 15.1 16.8 97.3
"29" 229 "2011-12" "LAC*" "NBA" 66 40 26 0.606 241.9 37 81.3 29.2 59.5 7.8 21.8 15.8 23.3 12.1 29.4 41.6 21 8.4 4.8 13.3 21.2 97.5
"30" 230 "2011-12" "IND*" "NBA" 66 42 24 0.636 242.3 35.7 81.4 29.7 65.3 5.9 16.1 20.4 26.1 12.5 31.4 43.9 18.6 7.9 5.4 14 21.7 97.7
"31" 231 "2011-12" "HOU" "NBA" 66 34 32 0.515 243.4 37.7 84 30.5 63.8 7.2 20.2 15.4 19.7 11.7 30.5 42.2 21.3 7.5 4.8 14.5 20.4 98.1
"32" 232 "2011-12" "GSW" "NBA" 66 23 43 0.348 241.1 37.7 82.5 29.8 62 7.9 20.5 14.4 18.7 9.7 29.5 39.2 22.3 8 5.5 13.9 21.4 97.8
"33" 233 "2011-12" "DET" "NBA" 66 25 41 0.379 241.9 34.7 79.3 29.9 65.4 4.8 13.9 16.6 22.1 11.7 28.5 40.3 18.7 7 4.2 15.7 19.6 90.9
"34" 234 "2011-12" "DEN*" "NBA" 66 38 28 0.576 243 39 81.9 32.4 62 6.6 19.9 19.6 26.7 11.2 31.9 43.1 24 8.2 5 15.4 19.7 104.1
"35" 235 "2011-12" "DAL*" "NBA" 66 36 30 0.545 243.4 36.3 82 28.8 59.8 7.5 22.2 15.6 20.2 10.1 32.7 42.8 20.9 8.6 5.1 14 18.6 95.8
"36" 236 "2011-12" "CLE" "NBA" 66 21 45 0.318 241.9 34.3 81.2 27.6 61.9 6.7 19.3 17.8 24.9 12.7 29.5 42.3 19.8 7.1 4 15.4 20 93
"37" 237 "2011-12" "CHI*" "NBA" 66 50 16 0.758 241.5 37.4 82.8 31 65.8 6.3 16.9 15.2 21.1 13.9 32.8 46.7 23.1 6.9 5.9 14 17.3 96.3
"38" 238 "2011-12" "CHA" "NBA" 66 7 59 0.106 240.8 33.2 80.2 29.2 66.7 4 13.5 16.5 22.2 10.3 28.7 39 20.1 6 5.5 14.5 18.9 87
"39" 239 "2011-12" "BOS*" "NBA" 66 39 27 0.591 241.5 35.5 77.1 30 62.1 5.5 15 15.4 19.8 7.7 31.1 38.8 23.6 7.5 5.5 14.8 19.9 91.8
"40" 240 "2011-12" "ATL*" "NBA" 66 40 26 0.606 244.9 36.8 81 29.3 60.9 7.5 20.2 15.5 21 9.9 31.3 41.2 22.4 8.1 4.6 14 17.8 96.6
"41" 241 "2010-11" "WAS" "NBA" 82 23 59 0.28 243 37.2 84 32.4 69.6 4.8 14.4 18.2 24.4 12.4 29 41.3 19.4 8.1 6.1 15.3 22.6 97.3
"42" 242 "2010-11" "UTA" "NBA" 82 39 43 0.476 242.4 37.4 80.4 32.1 65 5.3 15.3 19.4 25.1 11 28.5 39.5 23.4 7.7 5.9 14.3 22.7 99.4
"43" 243 "2010-11" "TOR" "NBA" 82 22 60 0.268 241.2 38.3 82.4 34.1 69.1 4.2 13.3 18.2 24.1 11.7 28.6 40.3 21.9 7.1 4.3 14.7 22 99.1
"44" 244 "2010-11" "SAS*" "NBA" 82 61 21 0.744 241.2 38.4 80.8 30 59.8 8.4 21.1 18.5 24.2 10.1 31.7 41.9 22.4 7.3 4.5 13.4 19 103.7
"45" 245 "2010-11" "SAC" "NBA" 82 24 58 0.293 242.1 38.2 85.1 33 69.5 5.2 15.6 17.7 24.2 13.1 30.8 43.9 20.4 7.4 4.8 16.1 22 99.4
"46" 246 "2010-11" "POR*" "NBA" 82 48 34 0.585 241.5 36 80.5 29.7 62.1 6.3 18.3 18 22.4 12.1 27.2 39.3 21.2 8 4.4 13 19.3 96.3
"47" 247 "2010-11" "PHO" "NBA" 82 40 42 0.488 244 39.3 83.5 30.7 60.8 8.5 22.6 18 23.6 10 30.2 40.2 23.7 6.6 4.4 14.3 20.3 105
"48" 248 "2010-11" "PHI*" "NBA" 82 41 41 0.5 243 38.1 82.6 32.7 67.4 5.4 15.2 17.4 22.6 10.4 31.4 41.8 22.7 7.6 4.3 13 19.4 99
"49" 249 "2010-11" "ORL*" "NBA" 82 52 30 0.634 241.8 36 78.2 26.7 52.5 9.4 25.6 17.7 25.6 10.5 32.7 43.2 20 6.7 4.7 14.9 20 99.2
"50" 250 "2010-11" "OKC*" "NBA" 82 55 27 0.671 244 37.4 80.6 31.5 63.5 5.9 17.1 24.1 29.3 11 31.8 42.8 20.4 8 5.9 14.1 22.4 104.8
"51" 251 "2010-11" "NYK*" "NBA" 82 42 40 0.512 241.2 38.3 83.7 29 58.4 9.3 25.4 20.6 25.5 10.3 30.1 40.5 21.4 7.6 5.8 13.7 21.3 106.5
"52" 252 "2010-11" "NOH*" "NBA" 82 46 36 0.561 241.8 35.9 78.2 30.5 63.2 5.4 15 17.7 23.1 10 30.1 40.1 20.6 7.6 4.4 13 21 94.9
"53" 253 "2010-11" "NJN" "NBA" 82 24 58 0.293 244 35.6 81 30 64.6 5.6 16.3 17.4 22.9 11.1 29.8 40.8 21 5.6 4.7 14 22 94.2
"54" 254 "2010-11" "MIN" "NBA" 82 17 65 0.207 241.2 37.7 85.5 30.5 66.5 7.2 19.1 18.5 24.1 13.2 31.2 44.4 20.1 7.2 5.1 17 22.3 101.1
"55" 255 "2010-11" "MIL" "NBA" 82 35 47 0.427 241.8 34.3 79.8 28.4 62.6 5.9 17.2 17.4 22.9 10.5 30.2 40.8 18.8 7.5 4.9 13.5 20.5 91.9
"56" 256 "2010-11" "MIA*" "NBA" 82 58 24 0.707 241.2 37 76.8 30.3 58.8 6.7 18 21.5 27.9 9.6 32.5 42.1 20 6.6 5.2 13.9 20.4 102.1
"57" 257 "2010-11" "MEM*" "NBA" 82 46 36 0.561 242.4 39 82.9 35.3 71.6 3.8 11.3 18.1 24.2 11.8 29.2 41 20.6 9.4 5.4 14 20.8 99.9
"58" 258 "2010-11" "LAL*" "NBA" 82 57 25 0.695 241.8 38.1 82.4 31.8 64.3 6.4 18.1 18.8 24.1 12.1 31.9 44 22 7.3 5.1 13.1 19 101.5
"59" 259 "2010-11" "LAC" "NBA" 82 32 50 0.39 242.1 36.8 80.4 30.5 61.9 6.3 18.5 18.9 26.7 11.6 30.5 42.1 22.1 7.1 4.9 16.4 21.1 98.6
